Month,Outlet_ID,Outlet_Type,Region,Product_ID,Brand,Manufacturer,Units,Sales_Value,Transaction_Type,Territory_ID
2023-08-01,OUT00095,Hospital,Delta,P0004,PainFree,Delta Pharma,223,32581.75,Sell-in,T022
2023-08-01,OUT00081,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,272,26303.59,Sell-in,T020
2023-08-01,OUT00026,Clinic,Delta,P0009,LipiControl,Iota Pharma,31,2951.22,Sell-in,T025
2023-08-01,OUT00093,Hospital,Canal,P0005,Infecto,Epsilon Pharma,534,89127.93,Sell-in,T013
2023-08-01,OUT00029,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,613,74114.97,Sell-in,T003
2023-08-01,OUT00024,Hospital,Canal,P0010,GastroEase,Kappa Pharma,83,9596.47,Sell-in,T008
2023-08-01,OUT00041,Independent Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,686,69519.52,Sell-in,T011
2023-09-01,OUT00056,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,186,25790.7,Sell-in,T009
2023-09-01,OUT00054,Clinic,Alexandria,P0004,PainFree,Delta Pharma,205,24469.06,Sell-in,T006
2023-09-01,OUT00076,Independent Pharmacy,Canal,P0008,Dermacare,Theta Pharma,756,80265.31,Sell-in,T009
2023-09-01,OUT00092,Clinic,Cairo,P0003,Respira,Gamma Pharma,408,64117.33,Sell-in,T023
2023-09-01,OUT00091,Clinic,Cairo,P0010,GastroEase,Kappa Pharma,562,91264.05,Sell-in,T030
2023-09-01,OUT00067,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,435,72517.23,Sell-in,T007
2023-09-01,OUT00027,Clinic,Giza,P0005,Infecto,Epsilon Pharma,42,4973.26,Sell-in,T007
2023-09-01,OUT00083,Hospital,Giza,P0005,Infecto,Epsilon Pharma,771,111761.46,Sell-in,T011
2023-09-01,OUT00085,Clinic,Canal,P0005,Infecto,Epsilon Pharma,610,66041.35,Sell-in,T004
2023-09-01,OUT00024,Hospital,Canal,P0008,Dermacare,Theta Pharma,754,25216.19,Sell-in,T029
2023-09-01,OUT00080,Chain Pharmacy,Giza,P0008,Dermacare,Theta Pharma,829,129443.6,Sell-in,T014
2023-09-01,OUT00013,Independent Pharmacy,Canal,P0003,Respira,Gamma Pharma,188,28043.32,Sell-in,T019
2023-09-01,OUT00057,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,32,5748.12,Sell-in,T012
2023-09-01,OUT00005,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,639,114454.02,Sell-in,T008
2023-09-01,OUT00060,Chain Pharmacy,Canal,P0009,LipiControl,Iota Pharma,629,110668.45,Sell-in,T004
2023-09-01,OUT00015,Chain Pharmacy,Canal,P0004,PainFree,Delta Pharma,866,105687.23,Sell-in,T014
2023-09-01,OUT00033,Independent Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,462,19169.53,Sell-in,T007
2023-09-01,OUT00094,Hospital,Delta,P0004,PainFree,Delta Pharma,524,60266.48,Sell-in,T015
2023-09-01,OUT00040,Hospital,Delta,P0004,PainFree,Delta Pharma,188,26694.8,Sell-in,T002
2023-09-01,OUT00052,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,528,65508.34,Sell-in,T027
2023-09-01,OUT00044,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,891,67108.87,Sell-in,T029
2023-09-01,OUT00112,Independent Pharmacy,Giza,P0001,CardioSafe,Alpha Pharma,509,67218.22,Sell-in,T019
2023-09-01,OUT00113,Independent Pharmacy,Giza,P0008,Dermacare,Theta Pharma,78,9594.51,Sell-in,T017
2023-09-01,OUT00058,Independent Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,733,109526.31,Sell-in,T004
2023-09-01,OUT00041,Hospital,Cairo,P0001,CardioSafe,Alpha Pharma,895,125234.96,Sell-in,T022
2023-09-01,OUT00072,Hospital,Canal,P0005,Infecto,Epsilon Pharma,858,119995.55,Sell-in,T023
2023-09-01,OUT00071,Clinic,Cairo,P0008,Dermacare,Theta Pharma,53,4375.89,Sell-in,T005
2023-09-01,OUT00049,Independent Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,869,140514.35,Sell-in,T008
2023-09-01,OUT00118,Clinic,Cairo,P0001,CardioSafe,Alpha Pharma,669,49657.48,Sell-in,T019
2023-09-01,OUT00119,Hospital,Cairo,P0004,PainFree,Delta Pharma,753,41902.97,Sell-in,T026
2023-09-01,OUT00101,Hospital,Giza,P0003,Respira,Gamma Pharma,412,32650.93,Sell-in,T023
2023-09-01,OUT00062,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,37,5223.66,Sell-in,T020
2023-09-01,OUT00102,Chain Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,577,61647.85,Sell-in,T027
2023-09-01,OUT00104,Independent Pharmacy,Canal,P0009,LipiControl,Iota Pharma,390,70127.21,Sell-in,T014
2023-09-01,OUT00008,Chain Pharmacy,Alexandria,P0009,LipiControl,Iota Pharma,333,30819.42,Sell-in,T021
2023-09-01,OUT00004,Clinic,Cairo,P0008,Dermacare,Theta Pharma,866,81074.21,Sell-in,T006
2023-09-01,OUT00075,Hospital,Giza,P0008,Dermacare,Theta Pharma,542,31742.11,Sell-in,T022
2023-09-01,OUT00066,Chain Pharmacy,Giza,P0003,Respira,Gamma Pharma,307,33242.56,Sell-in,T026
2023-09-01,OUT00074,Clinic,Canal,P0008,Dermacare,Theta Pharma,779,110691.37,Sell-in,T008
2023-09-01,OUT00001,Clinic,Delta,P0005,Infecto,Epsilon Pharma,474,26501.24,Sell-in,T004
2023-09-01,OUT00017,Hospital,Cairo,P0010,GastroEase,Kappa Pharma,369,46323.64,Sell-in,T016
2023-09-01,OUT00053,Clinic,Giza,P0008,Dermacare,Theta Pharma,20,2793.67,Sell-in,T005
2023-09-01,OUT00106,Hospital,Canal,P0001,CardioSafe,Alpha Pharma,772,101032.87,Sell-in,T002
2023-09-01,OUT00096,Hospital,Canal,P0001,CardioSafe,Alpha Pharma,629,32871.46,Sell-in,T024
2023-09-01,OUT00042,Clinic,Giza,P0009,LipiControl,Iota Pharma,38,4641.97,Sell-in,T025
2023-09-01,OUT00036,Hospital,Giza,P0008,Dermacare,Theta Pharma,91,17084.61,Sell-in,T017
2023-09-01,OUT00003,Clinic,Upper Egypt,P0005,Infecto,Epsilon Pharma,23,3766.3,Sell-in,T022
2023-09-01,OUT00026,Hospital,Cairo,P0005,Infecto,Epsilon Pharma,136,5860.07,Sell-in,T020
2023-09-01,OUT00034,Hospital,Canal,P0010,GastroEase,Kappa Pharma,376,27841.71,Sell-in,T012
2023-09-01,OUT00111,Independent Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,761,62150.12,Sell-in,T009
2023-09-01,OUT00068,Clinic,Cairo,P0004,PainFree,Delta Pharma,645,44114.31,Sell-in,T016
2023-09-01,OUT00099,Hospital,Canal,P0006,NeuroCalm,Zeta Pharma,848,85256.81,Sell-in,T012
2023-09-01,OUT00046,Clinic,Canal,P0007,ArthroRelief,Eta Pharma,377,54145.97,Sell-in,T012
2023-09-01,OUT00115,Hospital,Alexandria,P0003,Respira,Gamma Pharma,725,102957.53,Sell-in,T020
2023-09-01,OUT00081,Chain Pharmacy,Canal,P0008,Dermacare,Theta Pharma,417,74221.04,Sell-in,T018
2023-09-01,OUT00016,Hospital,Canal,P0007,ArthroRelief,Eta Pharma,427,60060.95,Sell-in,T021
2023-09-01,OUT00070,Clinic,Upper Egypt,P0004,PainFree,Delta Pharma,363,33194.55,Sell-in,T012
2023-09-01,OUT00006,Chain Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,358,52895.22,Sell-in,T012
2023-09-01,OUT00032,Hospital,Canal,P0005,Infecto,Epsilon Pharma,822,35080.48,Sell-in,T026
2023-09-01,OUT00055,Clinic,Cairo,P0010,GastroEase,Kappa Pharma,895,166418.07,Sell-in,T024
2023-09-01,OUT00061,Chain Pharmacy,Cairo,P0004,PainFree,Delta Pharma,888,38798.74,Sell-in,T001
2023-09-01,OUT00087,Clinic,Canal,P0006,NeuroCalm,Zeta Pharma,535,58461.18,Sell-in,T019
2023-09-01,OUT00095,Chain Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,527,96969.69,Sell-in,T008
2023-09-01,OUT00043,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,561,30659.73,Sell-in,T028
2023-09-01,OUT00089,Hospital,Delta,P0001,CardioSafe,Alpha Pharma,167,15007.25,Sell-in,T021
2023-09-01,OUT00097,Clinic,Delta,P0003,Respira,Gamma Pharma,350,32311.7,Sell-in,T029
2023-09-01,OUT00107,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,618,70331.77,Sell-in,T028
2023-09-01,OUT00084,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,579,41919.17,Sell-in,T012
2023-09-01,OUT00021,Independent Pharmacy,Canal,P0005,Infecto,Epsilon Pharma,718,40639.43,Sell-in,T028
2023-09-01,OUT00019,Clinic,Cairo,P0003,Respira,Gamma Pharma,243,38990.84,Sell-in,T029
2023-09-01,OUT00103,Independent Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,333,40873.39,Sell-in,T023
2023-09-01,OUT00010,Clinic,Upper Egypt,P0007,ArthroRelief,Eta Pharma,652,66353.33,Sell-in,T020
2023-09-01,OUT00108,Clinic,Cairo,P0008,Dermacare,Theta Pharma,189,14736.59,Sell-in,T026
2023-09-01,OUT00050,Independent Pharmacy,Cairo,P0009,LipiControl,Iota Pharma,164,26217.39,Sell-in,T005
2023-09-01,OUT00047,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,212,18564.58,Sell-in,T017
2023-09-01,OUT00079,Clinic,Cairo,P0008,Dermacare,Theta Pharma,672,125246.84,Sell-in,T005
2023-09-01,OUT00011,Hospital,Cairo,P0004,PainFree,Delta Pharma,883,77363.33,Sell-in,T024
2023-09-01,OUT00065,Hospital,Delta,P0004,PainFree,Delta Pharma,502,62297.3,Sell-in,T011
2023-09-01,OUT00012,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,189,16658.79,Sell-in,T011
2023-09-01,OUT00030,Clinic,Cairo,P0003,Respira,Gamma Pharma,398,68991.55,Sell-in,T019
2023-10-01,OUT00026,Clinic,Alexandria,P0003,Respira,Gamma Pharma,345,22367.75,Sell-in,T024
2023-10-01,OUT00061,Clinic,Giza,P0003,Respira,Gamma Pharma,384,10455.24,Sell-in,T001
2023-10-01,OUT00078,Hospital,Alexandria,P0001,CardioSafe,Alpha Pharma,577,33248.14,Sell-in,T001
2023-10-01,OUT00033,Independent Pharmacy,Alexandria,P0009,LipiControl,Iota Pharma,712,49450.69,Sell-in,T011
2023-10-01,OUT00002,Hospital,Cairo,P0006,NeuroCalm,Zeta Pharma,701,71322.24,Sell-in,T005
2023-10-01,OUT00087,Clinic,Canal,P0006,NeuroCalm,Zeta Pharma,662,48142.14,Sell-in,T014
2023-10-01,OUT00035,Clinic,Canal,P0004,PainFree,Delta Pharma,773,108910.38,Sell-in,T011
2023-10-01,OUT00006,Chain Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,784,42994.52,Sell-in,T005
2023-10-01,OUT00042,Independent Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,705,87778.71,Sell-in,T005
2023-10-01,OUT00004,Hospital,Canal,P0006,NeuroCalm,Zeta Pharma,614,89840.57,Sell-in,T027
2023-10-01,OUT00065,Chain Pharmacy,Giza,P0004,PainFree,Delta Pharma,706,24135.63,Sell-in,T001
2023-10-01,OUT00057,Independent Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,886,58260.81,Sell-in,T012
2023-10-01,OUT00100,Hospital,Upper Egypt,P0010,GastroEase,Kappa Pharma,367,35968.41,Sell-in,T020
2023-10-01,OUT00013,Chain Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,690,103723.46,Sell-in,T013
2023-10-01,OUT00118,Clinic,Giza,P0007,ArthroRelief,Eta Pharma,69,5696.99,Sell-in,T017
2023-10-01,OUT00058,Hospital,Delta,P0010,GastroEase,Kappa Pharma,395,74184.4,Sell-in,T010
2023-10-01,OUT00106,Independent Pharmacy,Alexandria,P0004,PainFree,Delta Pharma,586,53405.9,Sell-in,T011
2023-10-01,OUT00089,Chain Pharmacy,Canal,P0008,Dermacare,Theta Pharma,598,53945.69,Sell-in,T023
2023-10-01,OUT00021,Hospital,Alexandria,P0004,PainFree,Delta Pharma,336,53006.5,Sell-in,T013
2023-10-01,OUT00015,Hospital,Canal,P0003,Respira,Gamma Pharma,468,34750.73,Sell-in,T015
2023-10-01,OUT00069,Chain Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,723,122775.6,Sell-in,T021
2023-10-01,OUT00053,Independent Pharmacy,Canal,P0008,Dermacare,Theta Pharma,570,27255.13,Sell-in,T022
2023-10-01,OUT00099,Clinic,Upper Egypt,P0005,Infecto,Epsilon Pharma,283,35193.34,Sell-in,T014
2023-10-01,OUT00116,Chain Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,427,34680.17,Sell-in,T029
2023-10-01,OUT00074,Independent Pharmacy,Cairo,P0003,Respira,Gamma Pharma,646,90018.07,Sell-in,T019
2023-10-01,OUT00071,Chain Pharmacy,Upper Egypt,P0003,Respira,Gamma Pharma,345,57759.39,Sell-in,T019
2023-10-01,OUT00060,Hospital,Giza,P0006,NeuroCalm,Zeta Pharma,270,32004.08,Sell-in,T023
2023-10-01,OUT00098,Clinic,Canal,P0001,CardioSafe,Alpha Pharma,368,25330.98,Sell-in,T005
2023-10-01,OUT00064,Independent Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,423,67547.16,Sell-in,T017
2023-10-01,OUT00037,Clinic,Cairo,P0006,NeuroCalm,Zeta Pharma,191,30680.05,Sell-in,T018
2023-10-01,OUT00008,Clinic,Canal,P0008,Dermacare,Theta Pharma,766,41261.36,Sell-in,T019
2023-10-01,OUT00066,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,361,32526.73,Sell-in,T022
2023-10-01,OUT00102,Clinic,Upper Egypt,P0005,Infecto,Epsilon Pharma,427,61242.1,Sell-in,T015
2023-10-01,OUT00096,Clinic,Alexandria,P0004,PainFree,Delta Pharma,67,6272.73,Sell-in,T026
2023-10-01,OUT00072,Clinic,Giza,P0006,NeuroCalm,Zeta Pharma,412,33817.69,Sell-in,T010
2023-10-01,OUT00010,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,851,96234.68,Sell-in,T019
2023-10-01,OUT00084,Hospital,Giza,P0003,Respira,Gamma Pharma,257,23772.82,Sell-in,T003
2023-10-01,OUT00117,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,489,34650.23,Sell-in,T002
2023-10-01,OUT00047,Hospital,Cairo,P0006,NeuroCalm,Zeta Pharma,568,103489.59,Sell-in,T008
2023-10-01,OUT00020,Chain Pharmacy,Delta,P0008,Dermacare,Theta Pharma,722,85231.28,Sell-in,T028
2023-10-01,OUT00073,Independent Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,612,91690.34,Sell-in,T024
2023-10-01,OUT00093,Chain Pharmacy,Canal,P0009,LipiControl,Iota Pharma,123,4437.09,Sell-in,T007
2023-10-01,OUT00007,Hospital,Upper Egypt,P0010,GastroEase,Kappa Pharma,556,66368.53,Sell-in,T006
2023-10-01,OUT00063,Clinic,Delta,P0007,ArthroRelief,Eta Pharma,111,3190.58,Sell-in,T027
2023-10-01,OUT00113,Hospital,Giza,P0009,LipiControl,Iota Pharma,768,34512.69,Sell-in,T005
2023-10-01,OUT00107,Clinic,Delta,P0001,CardioSafe,Alpha Pharma,116,9720.95,Sell-in,T025
2023-10-01,OUT00105,Hospital,Giza,P0005,Infecto,Epsilon Pharma,397,10969.92,Sell-in,T012
2023-10-01,OUT00031,Hospital,Cairo,P0006,NeuroCalm,Zeta Pharma,640,115669.39,Sell-in,T012
2023-10-01,OUT00082,Clinic,Alexandria,P0004,PainFree,Delta Pharma,249,26236.99,Sell-in,T015
2023-10-01,OUT00044,Hospital,Delta,P0003,Respira,Gamma Pharma,125,22269.2,Sell-in,T011
2023-10-01,OUT00068,Chain Pharmacy,Giza,P0004,PainFree,Delta Pharma,488,34120.5,Sell-in,T007
2023-10-01,OUT00039,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,273,23393.15,Sell-in,T014
2023-10-01,OUT00077,Hospital,Alexandria,P0008,Dermacare,Theta Pharma,698,84684.88,Sell-in,T013
2023-10-01,OUT00029,Independent Pharmacy,Canal,P0006,NeuroCalm,Zeta Pharma,32,2961.74,Sell-in,T022
2023-10-01,OUT00019,Independent Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,416,45932.25,Sell-in,T023
2023-10-01,OUT00012,Chain Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,725,29628.14,Sell-in,T011
2023-10-01,OUT00054,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,316,35972.51,Sell-in,T027
2023-10-01,OUT00119,Hospital,Canal,P0001,CardioSafe,Alpha Pharma,339,15211.48,Sell-in,T002
2023-10-01,OUT00094,Hospital,Cairo,P0006,NeuroCalm,Zeta Pharma,884,149052.04,Sell-in,T030
2023-10-01,OUT00115,Clinic,Canal,P0004,PainFree,Delta Pharma,41,7739.92,Sell-in,T018
2023-10-01,OUT00017,Independent Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,152,24434.06,Sell-in,T009
2023-10-01,OUT00027,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,391,30275.73,Sell-in,T001
2023-10-01,OUT00079,Hospital,Canal,P0007,ArthroRelief,Eta Pharma,535,45827.47,Sell-in,T021
2023-10-01,OUT00009,Clinic,Upper Egypt,P0009,LipiControl,Iota Pharma,429,14893.6,Sell-in,T011
2023-10-01,OUT00056,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,673,98227.85,Sell-in,T007
2023-10-01,OUT00120,Independent Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,488,40895.87,Sell-in,T029
2023-10-01,OUT00076,Hospital,Alexandria,P0001,CardioSafe,Alpha Pharma,861,136431.15,Sell-in,T005
2023-10-01,OUT00110,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,574,57506.87,Sell-in,T007
2023-10-01,OUT00075,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,86,9272.09,Sell-in,T010
2023-10-01,OUT00048,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,195,29706.47,Sell-in,T030
2023-10-01,OUT00111,Hospital,Canal,P0003,Respira,Gamma Pharma,160,18124.97,Sell-in,T028
2023-10-01,OUT00070,Clinic,Upper Egypt,P0003,Respira,Gamma Pharma,267,11036.65,Sell-in,T024
2023-10-01,OUT00086,Hospital,Giza,P0004,PainFree,Delta Pharma,417,19167.02,Sell-in,T014
2023-10-01,OUT00050,Hospital,Upper Egypt,P0002,GlucoMax,Beta Pharma,330,46286.69,Sell-in,T003
2023-10-01,OUT00046,Hospital,Upper Egypt,P0004,PainFree,Delta Pharma,796,135368.38,Sell-in,T006
2023-10-01,OUT00001,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,795,40461.93,Sell-in,T029
2023-10-01,OUT00030,Clinic,Giza,P0004,PainFree,Delta Pharma,37,1032.42,Sell-in,T023
2023-10-01,OUT00083,Clinic,Alexandria,P0007,ArthroRelief,Eta Pharma,714,26266.06,Sell-in,T008
2023-10-01,OUT00049,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,85,14025.46,Sell-in,T001
2023-10-01,OUT00014,Clinic,Cairo,P0003,Respira,Gamma Pharma,886,62284.03,Sell-in,T002
2023-11-01,OUT00019,Chain Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,874,49625.89,Sell-in,T013
2023-11-01,OUT00081,Clinic,Alexandria,P0010,GastroEase,Kappa Pharma,845,53385.21,Sell-in,T017
2023-11-01,OUT00050,Chain Pharmacy,Giza,P0008,Dermacare,Theta Pharma,858,120262.9,Sell-in,T008
2023-11-01,OUT00013,Independent Pharmacy,Canal,P0003,Respira,Gamma Pharma,870,61015.87,Sell-in,T012
2023-11-01,OUT00092,Hospital,Upper Egypt,P0001,CardioSafe,Alpha Pharma,650,87927.61,Sell-in,T005
2023-11-01,OUT00103,Independent Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,160,18555.6,Sell-in,T026
2023-11-01,OUT00118,Independent Pharmacy,Delta,P0004,PainFree,Delta Pharma,52,9089.08,Sell-in,T020
2023-11-01,OUT00059,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,793,83220.1,Sell-in,T016
2023-11-01,OUT00088,Chain Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,162,9565.21,Sell-in,T019
2023-11-01,OUT00074,Clinic,Upper Egypt,P0009,LipiControl,Iota Pharma,541,39033.69,Sell-in,T001
2023-11-01,OUT00082,Hospital,Alexandria,P0003,Respira,Gamma Pharma,480,15385.61,Sell-in,T006
2023-11-01,OUT00101,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,520,98363.68,Sell-in,T026
2023-11-01,OUT00008,Independent Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,73,12093.72,Sell-in,T018
2023-11-01,OUT00038,Clinic,Giza,P0003,Respira,Gamma Pharma,523,84731.25,Sell-in,T007
2023-11-01,OUT00046,Clinic,Giza,P0002,GlucoMax,Beta Pharma,340,57232.06,Sell-in,T027
2023-11-01,OUT00052,Chain Pharmacy,Cairo,P0004,PainFree,Delta Pharma,462,23680.15,Sell-in,T018
2023-11-01,OUT00113,Chain Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,212,8996.75,Sell-in,T023
2023-11-01,OUT00053,Hospital,Canal,P0003,Respira,Gamma Pharma,752,97081.07,Sell-in,T012
2023-11-01,OUT00035,Clinic,Giza,P0010,GastroEase,Kappa Pharma,389,69442.02,Sell-in,T009
2023-11-01,OUT00111,Hospital,Cairo,P0007,ArthroRelief,Eta Pharma,248,9441.77,Sell-in,T002
2023-11-01,OUT00047,Clinic,Canal,P0004,PainFree,Delta Pharma,892,46828.54,Sell-in,T015
2023-11-01,OUT00098,Independent Pharmacy,Giza,P0001,CardioSafe,Alpha Pharma,424,67380.38,Sell-in,T023
2023-11-01,OUT00086,Hospital,Delta,P0001,CardioSafe,Alpha Pharma,835,148297.45,Sell-in,T029
2023-11-01,OUT00057,Chain Pharmacy,Cairo,P0004,PainFree,Delta Pharma,474,23817.34,Sell-in,T017
2023-11-01,OUT00031,Chain Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,162,18662.44,Sell-in,T009
2023-11-01,OUT00030,Independent Pharmacy,Cairo,P0003,Respira,Gamma Pharma,686,112823.36,Sell-in,T009
2023-11-01,OUT00021,Hospital,Delta,P0006,NeuroCalm,Zeta Pharma,281,17001.85,Sell-in,T014
2023-11-01,OUT00060,Clinic,Canal,P0002,GlucoMax,Beta Pharma,548,82812.3,Sell-in,T002
2023-11-01,OUT00066,Independent Pharmacy,Upper Egypt,P0007,ArthroRelief,Eta Pharma,534,20641.62,Sell-in,T026
2023-11-01,OUT00120,Hospital,Upper Egypt,P0007,ArthroRelief,Eta Pharma,892,122538.87,Sell-in,T010
2023-11-01,OUT00014,Independent Pharmacy,Canal,P0008,Dermacare,Theta Pharma,501,59291.02,Sell-in,T013
2023-11-01,OUT00107,Clinic,Canal,P0007,ArthroRelief,Eta Pharma,544,98693.73,Sell-in,T008
2023-11-01,OUT00029,Hospital,Giza,P0004,PainFree,Delta Pharma,824,104476.1,Sell-in,T001
2023-11-01,OUT00006,Clinic,Canal,P0005,Infecto,Epsilon Pharma,617,93032.02,Sell-in,T006
2023-11-01,OUT00041,Hospital,Alexandria,P0008,Dermacare,Theta Pharma,734,97893.12,Sell-in,T009
2023-11-01,OUT00024,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,341,41820.83,Sell-in,T012
2023-11-01,OUT00091,Clinic,Upper Egypt,P0002,GlucoMax,Beta Pharma,471,61193.1,Sell-in,T024
2023-11-01,OUT00015,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,421,65991.79,Sell-in,T022
2023-11-01,OUT00079,Chain Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,128,19582.65,Sell-in,T022
2023-11-01,OUT00109,Chain Pharmacy,Canal,P0006,NeuroCalm,Zeta Pharma,332,44504.1,Sell-in,T006
2023-11-01,OUT00069,Independent Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,632,71018.83,Sell-in,T008
2023-11-01,OUT00011,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,545,98617.1,Sell-in,T011
2023-11-01,OUT00027,Clinic,Upper Egypt,P0009,LipiControl,Iota Pharma,499,45102.7,Sell-in,T023
2023-11-01,OUT00034,Hospital,Giza,P0003,Respira,Gamma Pharma,321,32091.44,Sell-in,T010
2023-11-01,OUT00012,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,34,1212.79,Sell-in,T019
2023-11-01,OUT00020,Chain Pharmacy,Canal,P0006,NeuroCalm,Zeta Pharma,284,21549.23,Sell-in,T006
2023-11-01,OUT00039,Hospital,Cairo,P0007,ArthroRelief,Eta Pharma,54,6135.18,Sell-in,T007
2023-11-01,OUT00009,Clinic,Upper Egypt,P0004,PainFree,Delta Pharma,99,16264.04,Sell-in,T030
2023-11-01,OUT00025,Hospital,Delta,P0010,GastroEase,Kappa Pharma,584,89716.34,Sell-in,T019
2023-11-01,OUT00096,Hospital,Alexandria,P0003,Respira,Gamma Pharma,249,20728.17,Sell-in,T027
2023-11-01,OUT00108,Independent Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,210,14401.8,Sell-in,T021
2023-11-01,OUT00003,Independent Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,396,18252.09,Sell-in,T004
2023-11-01,OUT00080,Clinic,Canal,P0004,PainFree,Delta Pharma,782,37692.66,Sell-in,T008
2023-11-01,OUT00106,Clinic,Cairo,P0007,ArthroRelief,Eta Pharma,489,57388.25,Sell-in,T013
2023-11-01,OUT00067,Hospital,Giza,P0002,GlucoMax,Beta Pharma,250,6363.13,Sell-in,T024
2023-11-01,OUT00119,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,826,70295.26,Sell-in,T009
2023-11-01,OUT00022,Independent Pharmacy,Canal,P0002,GlucoMax,Beta Pharma,467,22086.5,Sell-in,T024
2023-11-01,OUT00084,Chain Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,341,45336.97,Sell-in,T006
2023-11-01,OUT00087,Hospital,Delta,P0002,GlucoMax,Beta Pharma,726,125685.57,Sell-in,T002
2023-11-01,OUT00064,Independent Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,697,51210.43,Sell-in,T010
2023-11-01,OUT00110,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,853,161831.65,Sell-in,T017
2023-11-01,OUT00016,Chain Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,720,43367.96,Sell-in,T013
2023-11-01,OUT00085,Hospital,Cairo,P0005,Infecto,Epsilon Pharma,359,11393.01,Sell-in,T013
2023-11-01,OUT00051,Chain Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,698,118160.4,Sell-in,T009
2023-11-01,OUT00115,Independent Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,712,35390.9,Sell-in,T010
2023-11-01,OUT00042,Clinic,Giza,P0003,Respira,Gamma Pharma,121,22502.87,Sell-in,T003
