Date,Country,Region,Therapeutic_Area,Product_ID,Brand,Manufacturer,Sales_Value,Sales_Units,Market_Share_%
2023-09-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,132113.59,4099,100.0
2023-09-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,150524.09,1789,100.0
2023-09-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,656608.59,8266,100.0
2023-09-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,922447.89,4796,100.0
2023-09-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,1085052.98,7895,100.0
2023-09-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,294492.19,3599,100.0
2023-09-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,208947.66,1268,100.0
2023-09-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,297380.04,1504,100.0
2023-09-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,430186.48,3501,100.0
2023-09-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,1108958.06,5398,100.0
2023-10-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,1148272.58,5719,100.0
2023-10-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,643998.39,3076,100.0
2023-10-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,214173.41,1132,100.0
2023-10-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,158693.74,2374,100.0
2023-10-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,1032689.75,7827,100.0
2023-10-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,228710.04,5807,100.0
2023-10-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,470077.95,5996,100.0
2023-10-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,322668.32,3307,100.0
2023-10-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,1395862.57,7529,100.0
2023-10-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,1003993.55,7825,100.0
2023-10-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,836810.16,7378,100.0
2023-10-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,577732.08,3280,100.0
2023-10-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,1058077.94,6804,100.0
2023-10-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,224551.94,1795,100.0
2023-10-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,1143448.67,7802,100.0
2023-10-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,362071.49,6132,100.0
2023-10-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1130182.62,5831,100.0
2023-10-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,104452.03,2265,100.0
2023-10-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,179107.59,1754,100.0
2023-10-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,160850.99,2705,100.0
2023-10-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,569664.0,8871,100.0
2023-10-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,432450.84,8691,100.0
2023-10-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,1179494.25,7959,100.0
2023-10-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,599035.07,5792,100.0
2023-10-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,612127.05,5216,100.0
2023-10-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,42395.04,911,100.0
2023-10-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,237132.51,6724,100.0
2023-10-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,244764.38,5027,100.0
2023-10-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,1021344.6,6419,100.0
2023-10-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,614963.46,5805,100.0
2023-10-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,608399.54,4384,100.0
2023-10-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,490708.52,4489,100.0
2023-10-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,855260.27,5470,100.0
2023-10-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,842631.1,4913,100.0
2023-10-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,82353.82,1221,100.0
2023-10-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,304465.74,1468,100.0
2023-10-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1555425.57,7417,100.0
2023-10-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,592024.69,7193,100.0
2023-10-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,474887.92,6791,100.0
2023-10-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,565249.03,3687,100.0
2023-10-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,1558401.78,7561,100.0
2023-10-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,1238791.78,6181,100.0
2023-10-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,841517.99,8065,100.0
2023-10-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,1146201.95,7669,100.0
2023-10-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,260870.69,5775,100.0
2023-10-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,781679.7,4405,100.0
2023-10-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1246279.5,7096,100.0
2023-10-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,366872.21,2484,100.0
2023-10-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,44802.54,1367,100.0
2023-10-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,288097.09,4097,100.0
2023-10-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,709546.72,3505,100.0
2023-10-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,183206.75,1039,100.0
2023-10-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,867120.95,6772,100.0
2023-10-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,520993.17,6270,100.0
2023-10-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,861656.38,8128,100.0
2023-10-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,489326.98,6851,100.0
2023-10-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1309231.39,8790,100.0
2023-10-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,436313.95,5899,100.0
2023-10-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,80686.81,2626,100.0
2023-10-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,106958.9,2142,100.0
2023-11-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,149641.04,1445,100.0
2023-11-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,517270.12,4424,100.0
2023-11-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,726245.33,6614,100.0
2023-11-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,613551.49,8776,100.0
2023-11-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,481439.3,3420,100.0
2023-11-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,852159.49,4212,100.0
2023-11-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,210187.21,3596,100.0
2023-11-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,425797.03,3375,100.0
2023-11-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,802460.42,4399,100.0
2023-11-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,252051.55,1837,100.0
2023-11-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,637669.52,3347,100.0
2023-11-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,359997.64,7397,100.0
2023-11-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,638027.88,4877,100.0
2023-11-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,611453.28,5088,100.0
2023-11-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,190237.67,2460,100.0
2023-11-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,984976.49,8737,100.0
2023-11-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,239725.97,1119,100.0
2023-11-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1040851.71,7116,100.0
2023-11-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,348267.13,3290,100.0
2023-11-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,51688.26,1000,100.0
2023-11-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,266729.3,6919,100.0
2023-11-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,209962.13,2010,100.0
2023-11-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,787152.06,3740,100.0
2023-11-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,599746.89,2983,100.0
2023-11-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,1737338.39,8211,100.0
2023-11-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,147464.53,828,100.0
2023-11-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,468446.06,5178,100.0
2023-11-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,123680.81,2287,100.0
2023-11-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,1156225.87,6752,100.0
2023-11-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,1028303.03,6575,100.0
2023-11-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,130634.53,4068,100.0
2023-11-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,1466061.28,8089,100.0
2023-11-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,371670.95,8202,100.0
2023-11-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,652711.75,6153,100.0
2023-11-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,1280280.08,6480,100.0
2023-11-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,1714417.54,8330,100.0
2023-11-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1177573.15,7021,100.0
2023-11-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,607680.72,3364,100.0
2023-11-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,126154.6,1135,100.0
2023-11-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,153743.61,3215,100.0
2023-11-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,763374.59,4613,100.0
2023-11-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,1140263.35,8861,100.0
2023-11-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,282414.02,5720,100.0
2023-11-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,174875.67,2608,100.0
2023-11-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,285250.89,5801,100.0
2023-11-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,818717.07,7144,100.0
2023-11-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1528294.17,7760,100.0
2023-11-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,418346.76,3983,100.0
2023-11-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,792987.77,5867,100.0
2023-11-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,997712.9,4954,100.0
2023-11-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,1035986.33,6418,100.0
2023-11-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,412431.31,5009,100.0
2023-11-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,693839.09,7175,100.0
2023-11-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,247553.39,5591,100.0
2023-11-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,140447.92,1289,100.0
2023-11-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,302490.47,8990,100.0
2023-11-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,477581.4,2398,100.0
2023-11-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1483000.11,7658,100.0
2023-11-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,435919.25,5755,100.0
2023-11-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,1083038.5,6429,100.0
2023-12-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,151321.01,1096,100.0
2023-12-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,149639.09,1272,100.0
2023-12-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,42366.54,817,100.0
2023-12-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,658608.74,5962,100.0
2023-12-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,847503.02,8481,100.0
2023-12-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,508302.32,3718,100.0
2023-12-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1544758.22,8600,100.0
2023-12-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,641921.98,6023,100.0
2023-12-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,1415345.96,7797,100.0
2023-12-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,488713.76,4026,100.0
2023-12-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,812705.89,4692,100.0
2023-12-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,114883.86,1558,100.0
2023-12-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,1076461.27,5124,100.0
2023-12-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,994742.81,7572,100.0
2023-12-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,112140.43,1899,100.0
2023-12-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,166824.59,4694,100.0
2023-12-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,952147.0,6689,100.0
2023-12-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,498000.19,6689,100.0
2023-12-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,153230.46,2817,100.0
2023-12-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,673295.32,8831,100.0
2023-12-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,668940.32,5148,100.0
2023-12-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,315612.52,7388,100.0
2023-12-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,1264947.8,6204,100.0
2023-12-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,1306929.09,7601,100.0
2023-12-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,1319393.79,6444,100.0
2023-12-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,400215.45,2243,100.0
2023-12-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1010430.33,4644,100.0
2023-12-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1162043.22,8845,100.0
2023-12-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,104445.74,1076,100.0
2023-12-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,420386.99,2693,100.0
2023-12-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,114603.39,2071,100.0
2023-12-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,1258372.43,8200,100.0
2023-12-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,260997.29,3760,100.0
2023-12-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,414510.34,5649,100.0
2023-12-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,307209.65,4684,100.0
2023-12-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,677496.25,3516,100.0
2023-12-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1011773.02,6279,100.0
2023-12-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,63051.37,1671,100.0
2023-12-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,1117081.78,8491,100.0
2023-12-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,419754.53,5376,100.0
2023-12-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,207990.91,2799,100.0
2023-12-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,149625.47,3705,100.0
2023-12-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,138991.21,4106,100.0
2023-12-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,630633.71,5046,100.0
2023-12-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,181039.03,3949,100.0
2023-12-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,686864.36,7688,100.0
2023-12-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,930155.25,4793,100.0
2023-12-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,588614.4,5488,100.0
2023-12-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,664700.69,3181,100.0
2023-12-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,522442.7,4980,100.0
2023-12-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,152875.11,2485,100.0
2023-12-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,1142862.74,5845,100.0
2023-12-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,582651.18,4942,100.0
2023-12-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,705897.48,7519,100.0
2023-12-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,647203.32,3065,100.0
2023-12-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,673227.58,6005,100.0
2023-12-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,255546.82,5136,100.0
2023-12-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,721063.7,4218,100.0
2023-12-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,694825.87,3648,100.0
2023-12-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,355273.49,3611,100.0
2024-01-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,667079.54,4195,100.0
2024-01-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,937153.98,8061,100.0
2024-01-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,426525.71,5241,100.0
2024-01-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,453000.62,2406,100.0
2024-01-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,1389651.29,7438,100.0
2024-01-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,1748807.37,8070,100.0
2024-01-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,824213.46,5509,100.0
2024-01-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,932317.45,8840,100.0
2024-01-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,224649.08,2734,100.0
2024-01-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,901014.44,8751,100.0
2024-01-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,1259844.45,7514,100.0
2024-01-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,416497.94,6266,100.0
2024-01-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,375798.29,3331,100.0
2024-01-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,837595.7,4769,100.0
2024-01-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,264204.65,3106,100.0
2024-01-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,308703.08,2384,100.0
2024-01-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,396242.2,3042,100.0
2024-01-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,233289.78,7006,100.0
2024-01-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,397812.33,8601,100.0
2024-01-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,485162.45,2388,100.0
2024-01-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,703843.79,3683,100.0
2024-01-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,564354.5,2768,100.0
2024-01-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,458044.69,7767,100.0
2024-01-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,263748.48,4596,100.0
2024-01-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,623603.34,7190,100.0
2024-01-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,188863.79,1043,100.0
2024-01-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1205524.11,7328,100.0
2024-01-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,815695.95,7597,100.0
2024-01-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,499710.09,8733,100.0
2024-01-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,251175.72,2381,100.0
2024-01-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,69656.65,1317,100.0
2024-01-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,442441.09,2252,100.0
2024-01-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,790777.26,5746,100.0
2024-01-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,349959.63,3710,100.0
2024-01-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,459902.78,3056,100.0
2024-01-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,336863.32,2266,100.0
2024-01-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,922577.54,6042,100.0
2024-01-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1730787.19,8568,100.0
2024-01-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,239343.83,5688,100.0
2024-01-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,311377.59,6415,100.0
2024-01-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,92258.43,1560,100.0
2024-01-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,500635.54,6073,100.0
2024-01-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,422306.45,2894,100.0
2024-01-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,94247.61,2248,100.0
2024-01-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,323150.71,8013,100.0
2024-01-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,409523.82,2264,100.0
2024-01-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,496935.54,6612,100.0
2024-01-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,695436.12,7523,100.0
2024-01-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,609467.82,2821,100.0
2024-01-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,946893.35,8460,100.0
2024-01-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,384827.64,2707,100.0
2024-01-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,991584.66,7260,100.0
2024-01-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,352568.54,5914,100.0
2024-01-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,1210269.17,7980,100.0
2024-01-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,1832150.14,8919,100.0
2024-01-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,359907.29,1738,100.0
2024-01-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,919518.95,8184,100.0
2024-01-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1081978.45,4929,100.0
2024-01-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,183029.92,3792,100.0
2024-01-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,1021901.32,5106,100.0
2024-02-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,1068343.39,7261,100.0
2024-02-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,777197.1,7070,100.0
2024-02-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,722386.46,4920,100.0
2024-02-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,456682.67,4473,100.0
