Month,HCP_ID,Specialty,City,Territory,Product_ID,Brand,Molecule,New_Rx,Refill_Rx,Total_Rx
2023-10-01,HCP0008,GP,Giza,Giza,P0010,GastroEase,Molecule J,34,27,61
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,24,13,37
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,11,89,100
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0003,Respira,Molecule C,10,26,36
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0004,PainFree,Molecule D,11,80,91
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0005,Infecto,Molecule E,28,60,88
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,4,56,60
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,30,64,94
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0008,Dermacare,Molecule H,27,88,115
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0009,LipiControl,Molecule I,17,85,102
2023-10-01,HCP0009,Cardiology,Alexandria,Alexandria,P0010,GastroEase,Molecule J,15,19,34
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0001,CardioSafe,Molecule A,20,16,36
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0002,GlucoMax,Molecule B,19,89,108
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0003,Respira,Molecule C,21,59,80
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0004,PainFree,Molecule D,22,75,97
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0005,Infecto,Molecule E,11,94,105
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,20,66,86
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,10,47,57
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0008,Dermacare,Molecule H,38,44,82
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0009,LipiControl,Molecule I,15,55,70
2023-10-01,HCP0010,Orthopedics,Cairo,Cairo West,P0010,GastroEase,Molecule J,17,30,47
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,6,19,25
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,26,86,112
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0003,Respira,Molecule C,26,57,83
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0004,PainFree,Molecule D,9,71,80
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0005,Infecto,Molecule E,5,62,67
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,37,78,115
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,31,71,102
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0008,Dermacare,Molecule H,32,19,51
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0009,LipiControl,Molecule I,17,63,80
2023-11-01,HCP0001,Cardiology,Cairo,Cairo East,P0010,GastroEase,Molecule J,39,47,86
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0001,CardioSafe,Molecule A,7,96,103
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0002,GlucoMax,Molecule B,27,57,84
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0003,Respira,Molecule C,27,29,56
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0004,PainFree,Molecule D,39,28,67
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0005,Infecto,Molecule E,18,29,47
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,33,60,93
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,32,67,99
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0008,Dermacare,Molecule H,15,99,114
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0009,LipiControl,Molecule I,35,32,67
2023-11-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0010,GastroEase,Molecule J,20,96,116
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0001,CardioSafe,Molecule A,21,19,40
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0002,GlucoMax,Molecule B,30,96,126
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0003,Respira,Molecule C,6,23,29
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0004,PainFree,Molecule D,30,29,59
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0005,Infecto,Molecule E,24,12,36
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0006,NeuroCalm,Molecule F,20,89,109
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0007,ArthroRelief,Molecule G,34,85,119
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0008,Dermacare,Molecule H,13,26,39
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0009,LipiControl,Molecule I,2,78,80
2023-11-01,HCP0003,Endocrinology,Giza,Giza,P0010,GastroEase,Molecule J,3,83,86
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,30,73,103
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,38,49,87
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0003,Respira,Molecule C,17,66,83
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0004,PainFree,Molecule D,27,90,117
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0005,Infecto,Molecule E,3,52,55
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,27,28,55
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,12,7,19
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0008,Dermacare,Molecule H,13,55,68
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0009,LipiControl,Molecule I,32,51,83
2023-11-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0010,GastroEase,Molecule J,8,17,25
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0001,CardioSafe,Molecule A,13,89,102
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0002,GlucoMax,Molecule B,20,39,59
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0003,Respira,Molecule C,16,82,98
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0004,PainFree,Molecule D,8,12,20
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0005,Infecto,Molecule E,3,82,85
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0006,NeuroCalm,Molecule F,29,22,51
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0007,ArthroRelief,Molecule G,25,26,51
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0008,Dermacare,Molecule H,27,34,61
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0009,LipiControl,Molecule I,5,82,87
2023-11-01,HCP0005,Pulmonology,Mansoura,Delta,P0010,GastroEase,Molecule J,21,71,92
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0001,CardioSafe,Molecule A,32,93,125
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0002,GlucoMax,Molecule B,27,92,119
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0003,Respira,Molecule C,17,49,66
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0004,PainFree,Molecule D,36,29,65
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0005,Infecto,Molecule E,36,65,101
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0006,NeuroCalm,Molecule F,26,36,62
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0007,ArthroRelief,Molecule G,25,31,56
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0008,Dermacare,Molecule H,22,22,44
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0009,LipiControl,Molecule I,34,89,123
2023-11-01,HCP0006,Neurology,Assiut,Upper Egypt,P0010,GastroEase,Molecule J,5,70,75
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,8,17,25
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,6,19,25
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0003,Respira,Molecule C,31,12,43
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0004,PainFree,Molecule D,3,51,54
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0005,Infecto,Molecule E,37,70,107
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,23,93,116
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,12,65,77
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0008,Dermacare,Molecule H,15,34,49
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0009,LipiControl,Molecule I,28,50,78
2023-11-01,HCP0007,Dermatology,Cairo,Cairo East,P0010,GastroEase,Molecule J,21,34,55
2023-11-01,HCP0008,GP,Giza,Giza,P0001,CardioSafe,Molecule A,14,52,66
2023-11-01,HCP0008,GP,Giza,Giza,P0002,GlucoMax,Molecule B,39,59,98
2023-11-01,HCP0008,GP,Giza,Giza,P0003,Respira,Molecule C,31,27,58
2023-11-01,HCP0008,GP,Giza,Giza,P0004,PainFree,Molecule D,15,11,26
2023-11-01,HCP0008,GP,Giza,Giza,P0005,Infecto,Molecule E,18,93,111
2023-11-01,HCP0008,GP,Giza,Giza,P0006,NeuroCalm,Molecule F,22,88,110
2023-11-01,HCP0008,GP,Giza,Giza,P0007,ArthroRelief,Molecule G,3,38,41
2023-11-01,HCP0008,GP,Giza,Giza,P0008,Dermacare,Molecule H,23,20,43
2023-11-01,HCP0008,GP,Giza,Giza,P0009,LipiControl,Molecule I,22,81,103
2023-11-01,HCP0008,GP,Giza,Giza,P0010,GastroEase,Molecule J,14,25,39
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,13,69,82
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,30,53,83
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0003,Respira,Molecule C,39,36,75
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0004,PainFree,Molecule D,2,78,80
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0005,Infecto,Molecule E,34,73,107
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,24,27,51
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,15,64,79
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0008,Dermacare,Molecule H,17,5,22
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0009,LipiControl,Molecule I,21,85,106
2023-11-01,HCP0009,Cardiology,Alexandria,Alexandria,P0010,GastroEase,Molecule J,31,46,77
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0001,CardioSafe,Molecule A,17,63,80
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0002,GlucoMax,Molecule B,31,88,119
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0003,Respira,Molecule C,6,67,73
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0004,PainFree,Molecule D,34,28,62
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0005,Infecto,Molecule E,29,85,114
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,34,77,111
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,36,80,116
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0008,Dermacare,Molecule H,14,81,95
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0009,LipiControl,Molecule I,5,13,18
2023-11-01,HCP0010,Orthopedics,Cairo,Cairo West,P0010,GastroEase,Molecule J,10,70,80
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,34,56,90
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,20,73,93
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0003,Respira,Molecule C,36,26,62
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0004,PainFree,Molecule D,31,75,106
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0005,Infecto,Molecule E,11,5,16
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,37,92,129
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,24,63,87
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0008,Dermacare,Molecule H,17,23,40
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0009,LipiControl,Molecule I,8,23,31
2023-12-01,HCP0001,Cardiology,Cairo,Cairo East,P0010,GastroEase,Molecule J,35,35,70
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0001,CardioSafe,Molecule A,22,62,84
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0002,GlucoMax,Molecule B,9,12,21
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0003,Respira,Molecule C,22,32,54
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0004,PainFree,Molecule D,16,65,81
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0005,Infecto,Molecule E,37,52,89
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,21,45,66
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,18,85,103
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0008,Dermacare,Molecule H,30,19,49
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0009,LipiControl,Molecule I,18,55,73
2023-12-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0010,GastroEase,Molecule J,28,51,79
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0001,CardioSafe,Molecule A,15,11,26
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0002,GlucoMax,Molecule B,30,87,117
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0003,Respira,Molecule C,39,27,66
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0004,PainFree,Molecule D,26,17,43
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0005,Infecto,Molecule E,4,53,57
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0006,NeuroCalm,Molecule F,7,60,67
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0007,ArthroRelief,Molecule G,15,16,31
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0008,Dermacare,Molecule H,39,12,51
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0009,LipiControl,Molecule I,39,57,96
2023-12-01,HCP0003,Endocrinology,Giza,Giza,P0010,GastroEase,Molecule J,2,88,90
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,15,77,92
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,35,36,71
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0003,Respira,Molecule C,14,11,25
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0004,PainFree,Molecule D,27,63,90
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0005,Infecto,Molecule E,23,71,94
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,37,36,73
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,6,5,11
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0008,Dermacare,Molecule H,12,7,19
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0009,LipiControl,Molecule I,16,52,68
2023-12-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0010,GastroEase,Molecule J,29,63,92
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0001,CardioSafe,Molecule A,6,64,70
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0002,GlucoMax,Molecule B,3,29,32
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0003,Respira,Molecule C,27,73,100
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0004,PainFree,Molecule D,19,16,35
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0005,Infecto,Molecule E,4,27,31
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0006,NeuroCalm,Molecule F,39,68,107
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0007,ArthroRelief,Molecule G,39,61,100
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0008,Dermacare,Molecule H,34,7,41
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0009,LipiControl,Molecule I,5,36,41
2023-12-01,HCP0005,Pulmonology,Mansoura,Delta,P0010,GastroEase,Molecule J,25,70,95
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0001,CardioSafe,Molecule A,32,21,53
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0002,GlucoMax,Molecule B,2,88,90
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0003,Respira,Molecule C,9,39,48
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0004,PainFree,Molecule D,11,21,32
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0005,Infecto,Molecule E,18,41,59
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0006,NeuroCalm,Molecule F,12,73,85
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0007,ArthroRelief,Molecule G,7,70,77
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0008,Dermacare,Molecule H,20,97,117
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0009,LipiControl,Molecule I,7,28,35
2023-12-01,HCP0006,Neurology,Assiut,Upper Egypt,P0010,GastroEase,Molecule J,32,59,91
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,4,46,50
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,16,99,115
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0003,Respira,Molecule C,34,76,110
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0004,PainFree,Molecule D,4,81,85
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0005,Infecto,Molecule E,9,15,24
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,34,82,116
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,17,80,97
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0008,Dermacare,Molecule H,36,66,102
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0009,LipiControl,Molecule I,22,59,81
2023-12-01,HCP0007,Dermatology,Cairo,Cairo East,P0010,GastroEase,Molecule J,21,99,120
2023-12-01,HCP0008,GP,Giza,Giza,P0001,CardioSafe,Molecule A,11,63,74
2023-12-01,HCP0008,GP,Giza,Giza,P0002,GlucoMax,Molecule B,23,19,42
2023-12-01,HCP0008,GP,Giza,Giza,P0003,Respira,Molecule C,4,96,100
2023-12-01,HCP0008,GP,Giza,Giza,P0004,PainFree,Molecule D,32,28,60
2023-12-01,HCP0008,GP,Giza,Giza,P0005,Infecto,Molecule E,19,41,60
2023-12-01,HCP0008,GP,Giza,Giza,P0006,NeuroCalm,Molecule F,28,83,111
2023-12-01,HCP0008,GP,Giza,Giza,P0007,ArthroRelief,Molecule G,24,93,117
2023-12-01,HCP0008,GP,Giza,Giza,P0008,Dermacare,Molecule H,5,85,90
2023-12-01,HCP0008,GP,Giza,Giza,P0009,LipiControl,Molecule I,21,83,104
2023-12-01,HCP0008,GP,Giza,Giza,P0010,GastroEase,Molecule J,18,66,84
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,2,98,100
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,4,89,93
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0003,Respira,Molecule C,22,44,66
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0004,PainFree,Molecule D,24,90,114
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0005,Infecto,Molecule E,39,86,125
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,18,59,77
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,12,31,43
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0008,Dermacare,Molecule H,20,33,53
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0009,LipiControl,Molecule I,4,6,10
2023-12-01,HCP0009,Cardiology,Alexandria,Alexandria,P0010,GastroEase,Molecule J,29,28,57
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0001,CardioSafe,Molecule A,9,35,44
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0002,GlucoMax,Molecule B,5,92,97
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0003,Respira,Molecule C,2,86,88
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0004,PainFree,Molecule D,38,83,121
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0005,Infecto,Molecule E,22,33,55
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,31,48,79
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,27,17,44
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0008,Dermacare,Molecule H,25,20,45
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0009,LipiControl,Molecule I,16,43,59
2023-12-01,HCP0010,Orthopedics,Cairo,Cairo West,P0010,GastroEase,Molecule J,26,24,50
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,22,91,113
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,11,70,81
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0003,Respira,Molecule C,11,43,54
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0004,PainFree,Molecule D,12,10,22
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0005,Infecto,Molecule E,8,95,103
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,27,53,80
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,9,56,65
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0008,Dermacare,Molecule H,32,75,107
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0009,LipiControl,Molecule I,37,49,86
2024-01-01,HCP0001,Cardiology,Cairo,Cairo East,P0010,GastroEase,Molecule J,38,51,89
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0001,CardioSafe,Molecule A,4,39,43
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0002,GlucoMax,Molecule B,15,30,45
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0003,Respira,Molecule C,19,15,34
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0004,PainFree,Molecule D,4,71,75
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0005,Infecto,Molecule E,24,71,95
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,38,58,96
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,30,7,37
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0008,Dermacare,Molecule H,25,71,96
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0009,LipiControl,Molecule I,12,47,59
2024-01-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0010,GastroEase,Molecule J,31,96,127
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0001,CardioSafe,Molecule A,18,76,94
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0002,GlucoMax,Molecule B,17,80,97
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0003,Respira,Molecule C,11,9,20
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0004,PainFree,Molecule D,28,96,124
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0005,Infecto,Molecule E,38,65,103
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0006,NeuroCalm,Molecule F,21,91,112
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0007,ArthroRelief,Molecule G,25,80,105
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0008,Dermacare,Molecule H,38,7,45
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0009,LipiControl,Molecule I,28,33,61
2024-01-01,HCP0003,Endocrinology,Giza,Giza,P0010,GastroEase,Molecule J,31,83,114
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,8,64,72
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,21,46,67
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0003,Respira,Molecule C,10,12,22
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0004,PainFree,Molecule D,19,44,63
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0005,Infecto,Molecule E,26,6,32
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,11,56,67
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,28,8,36
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0008,Dermacare,Molecule H,13,54,67
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0009,LipiControl,Molecule I,12,12,24
2024-01-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0010,GastroEase,Molecule J,19,72,91
2024-01-01,HCP0005,Pulmonology,Mansoura,Delta,P0001,CardioSafe,Molecule A,37,54,91
2024-01-01,HCP0005,Pulmonology,Mansoura,Delta,P0002,GlucoMax,Molecule B,33,7,40
2024-01-01,HCP0005,Pulmonology,Mansoura,Delta,P0003,Respira,Molecule C,33,22,55
2024-01-01,HCP0005,Pulmonology,Mansoura,Delta,P0004,PainFree,Molecule D,23,79,102
2024-01-01,HCP0005,Pulmonology,Mansoura,Delta,P0005,Infecto,Molecule E,12,15,27
