Date,Country,Region,Product_ID,Brand,Molecule,Manufacturer,ATC_Code,Therapeutic_Area,Dosage_Form,Strength,Pack_Size,Units,Standard_Units,Sales_Value,Channel,Currency,Market_Share_%,Value_Growth_%
2023-09-01,Egypt,Giza,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,1829,3348.0,75790.53,Hospital,EGP,1.2240562336448764,-91.58816115936105
2023-09-01,Egypt,Alexandria,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,5064,8648.0,241959.04,Independent Pharmacy,EGP,4.776764763752076,-52.64326067436217
2023-09-01,Egypt,Delta,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,8158,12489.0,1285925.64,Independent Pharmacy,EGP,22.42933983112486,791.189664928654
2023-09-01,Egypt,Upper Egypt,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,1268,2685.0,208947.66,Hospital,EGP,3.952318132611876,-74.92867581345689
2023-09-01,Egypt,Canal,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,3956,6760.0,844531.61,Chain Pharmacy,EGP,12.860603732203343,188.95266670576248
2023-10-01,Egypt,Cairo,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,6804,14483.0,1058077.94,Independent Pharmacy,EGP,18.31444781755299,111.20384610202407
2023-10-01,Egypt,Giza,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,8065,11466.0,841517.99,Hospital,EGP,10.825449813906134,217.9904814238958
2023-10-01,Egypt,Alexandria,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,1132,1771.0,214173.41,Hospital,EGP,3.235668082152602,-65.57957862823667
2023-10-01,Egypt,Delta,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,5470,10048.0,855260.27,Independent Pharmacy,EGP,13.42341459880552,412.0301360466145
2023-10-01,Egypt,Upper Egypt,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,6772,13442.0,867120.95,Hospital,EGP,15.58157063324949,32.06055528454175
2023-10-01,Egypt,Canal,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,7959,12671.0,1179494.25,Independent Pharmacy,EGP,21.239247432262406,41.95315227075363
2023-10-01,Egypt,Cairo,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6132,9720.0,362071.49,Independent Pharmacy,EGP,6.267155905196037,-78.97845048936574
2023-10-01,Egypt,Giza,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,4405,6406.0,781679.7,Chain Pharmacy,EGP,10.055678504150817,1028.1957837837524
2023-10-01,Egypt,Alexandria,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,5807,9531.0,228710.04,Chain Pharmacy,EGP,3.455283158146685,-54.66755792109909
2023-10-01,Egypt,Delta,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,1468,2949.0,304465.74,Independent Pharmacy,EGP,4.778627047825015,58.76456320361929
2023-10-01,Egypt,Upper Egypt,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6851,10040.0,489326.98,Chain Pharmacy,EGP,8.792871284709083,66.15957795009774
2023-10-01,Egypt,Canal,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,911,1357.0,42395.04,Independent Pharmacy,EGP,0.763410880943813,-92.48952511628336
2023-10-01,Egypt,Cairo,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,2705,4035.0,160850.99,Independent Pharmacy,EGP,2.78419665639824,-23.996297789602927
2023-10-01,Egypt,Giza,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,4097,5580.0,288097.09,Chain Pharmacy,EGP,3.706136560820761,-46.17625107431401
2023-10-01,Egypt,Alexandria,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,7825,15468.0,1003993.55,Independent Pharmacy,EGP,15.16803549246418,126.8187336398313
2023-10-01,Egypt,Delta,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,3687,7063.0,565249.03,Chain Pharmacy,EGP,8.871652697327633,2.3893058755748875
2023-10-01,Egypt,Upper Egypt,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,2142,3071.0,106958.9,Hospital,EGP,1.9219783067225729,-90.35500945815751
2023-10-01,Egypt,Canal,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,5805,11429.0,614963.46,Hospital,EGP,11.073696280198233,-23.237676677580165
2023-10-01,Egypt,Cairo,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,1754,3620.0,179107.59,Hospital,EGP,3.100203195600766,-41.9369687182223
2023-10-01,Egypt,Giza,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,1367,1917.0,44802.54,Chain Pharmacy,EGP,0.57634852025626,-95.96035865004355
2023-10-01,Egypt,Alexandria,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,7529,13246.0,1395862.57,Hospital,EGP,21.0882759200617,66.42836253802776
2023-10-01,Egypt,Delta,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,6791,11920.0,474887.92,Independent Pharmacy,EGP,7.4534240180762605,-35.82198725994174
2023-10-01,Egypt,Upper Egypt,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,2626,5285.0,80686.81,Chain Pharmacy,EGP,1.4498868112765368,-81.24375968301003
2023-10-01,Egypt,Canal,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,6419,11391.0,1021344.6,Chain Pharmacy,EGP,18.391434017592772,-26.65985912988801
2023-10-01,Egypt,Cairo,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,7378,13626.0,836810.16,Hospital,EGP,14.484486850295895,322.4269222412747
2023-10-01,Egypt,Giza,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,7561,12400.0,1558401.78,Independent Pharmacy,EGP,20.047581227933094,368.8204183092335
2023-10-01,Egypt,Alexandria,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,5719,9551.0,1148272.58,Hospital,EGP,17.34776010111162,1029.3958576354808
2023-10-01,Egypt,Delta,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,4384,6193.0,608399.54,Independent Pharmacy,EGP,9.548905232254695,-53.44409611579224
2023-10-01,Egypt,Upper Egypt,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,3505,5742.0,709546.72,Hospital,EGP,12.750069451407557,437.0732261533427
2023-10-01,Egypt,Canal,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,8871,18495.0,569664.0,Independent Pharmacy,EGP,10.257985275682634,-23.31463157351884
2023-10-01,Egypt,Cairo,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,3280,6176.0,577732.08,Chain Pharmacy,EGP,10.000061084050527,152.83976197182528
2023-10-01,Egypt,Giza,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,6181,10061.0,1238791.78,Hospital,EGP,15.936056511720503,-33.1232247041899
2023-10-01,Egypt,Alexandria,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,3076,5852.0,643998.39,Chain Pharmacy,EGP,9.729335847436259,-30.46855919125404
2023-10-01,Egypt,Delta,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,4489,6680.0,490708.52,Chain Pharmacy,EGP,7.701730271097768,-46.69199363169951
2023-10-01,Egypt,Upper Egypt,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,1039,1651.0,183206.75,Independent Pharmacy,EGP,3.2921000416528754,21.71257770101782
2023-10-01,Egypt,Canal,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,8691,17773.0,432450.84,Independent Pharmacy,EGP,7.787176913367505,-46.57100426079507
2023-10-01,Egypt,Cairo,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,2265,4062.0,104452.03,Hospital,EGP,1.807977636196138,-91.63675922062804
2023-10-01,Egypt,Giza,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,2484,4259.0,366872.21,Independent Pharmacy,EGP,4.719514905999612,230.29328556247023
2023-10-01,Egypt,Alexandria,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,3307,7117.0,322668.32,Chain Pharmacy,EGP,4.874776864904947,88.84313823147394
2023-10-01,Egypt,Delta,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,7193,9958.0,592024.69,Hospital,EGP,9.291899957657698,125.02937233031078
2023-10-01,Egypt,Upper Egypt,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,5899,8916.0,436313.95,Independent Pharmacy,EGP,7.8402633798630825,46.719312432670336
2023-10-01,Egypt,Canal,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,5027,9111.0,244764.38,Independent Pharmacy,EGP,4.407491795254026,85.98830124428932
2023-10-01,Egypt,Cairo,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,7802,12871.0,1143448.67,Hospital,EGP,19.79214404447877,-21.016351675384705
2023-10-01,Egypt,Giza,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,5775,10707.0,260870.69,Chain Pharmacy,EGP,3.355890897251127,-79.62752240332094
2023-10-01,Egypt,Alexandria,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,7827,14388.0,1032689.75,Chain Pharmacy,EGP,15.601569134287724,134.9026572788076
2023-10-01,Egypt,Delta,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,1221,1887.0,82353.82,Hospital,EGP,1.2925532828216164,-68.28252424271636
2023-10-01,Egypt,Upper Egypt,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,8128,12112.0,861656.38,Independent Pharmacy,EGP,15.483376046398215,-20.588543058975795
2023-10-01,Egypt,Canal,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,5216,10771.0,612127.05,Hospital,EGP,11.022620818143762,189.5080642476131
2023-10-01,Egypt,Cairo,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,1795,3203.0,224551.94,Chain Pharmacy,EGP,3.8868070413227684,-77.88932198179323
2023-10-01,Egypt,Giza,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,7669,15098.0,1146201.95,Independent Pharmacy,EGP,14.744963071230774,104.18001671024086
2023-10-01,Egypt,Alexandria,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,2374,4838.0,158693.74,Chain Pharmacy,EGP,2.397497753598001,-79.57377027573126
2023-10-01,Egypt,Delta,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,4913,6471.0,842631.1,Chain Pharmacy,EGP,13.225198230180332,1715.2336558525012
2023-10-01,Egypt,Upper Egypt,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,6270,9410.0,520993.17,Independent Pharmacy,EGP,9.361891069285731,-43.52058521159391
2023-10-01,Egypt,Canal,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,5792,10600.0,599035.07,Chain Pharmacy,EGP,10.786872485671404,151.8373464775483
2023-10-01,Egypt,Cairo,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,5831,11773.0,1130182.62,Independent Pharmacy,EGP,19.562519768907872,-34.84614321745876
2023-10-01,Egypt,Giza,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,7096,15031.0,1246279.5,Independent Pharmacy,EGP,16.03237998673092,1544.373644042336
2023-10-01,Egypt,Alexandria,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,5996,11940.0,470077.95,Hospital,EGP,7.101797645836272,94.279969865974
2023-10-01,Egypt,Delta,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,7417,12374.0,1555425.57,Chain Pharmacy,EGP,24.412594663953463,20.95766050671486
2023-10-01,Egypt,Upper Egypt,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,8790,13425.0,1309231.39,Chain Pharmacy,EGP,23.525992975434868,526.5834180674719
2023-10-01,Egypt,Canal,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,6724,13644.0,237132.51,Independent Pharmacy,EGP,4.270064100883442,-71.92141689048205
2023-11-01,Egypt,Cairo,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,4877,6740.0,638027.88,Independent Pharmacy,EGP,12.503251805732138,-39.69934955831326
2023-11-01,Egypt,Giza,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,5720,11549.0,282414.02,Hospital,EGP,3.921198546364453,-66.43993077319713
2023-11-01,Egypt,Alexandria,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,6614,8920.0,726245.33,Independent Pharmacy,EGP,14.435972406138632,239.09220103466623
2023-11-01,Egypt,Delta,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,8202,12915.0,371670.95,Hospital,EGP,4.838880664398242,-56.542942185306934
2023-11-01,Egypt,Upper Egypt,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,7175,12704.0,693839.09,Independent Pharmacy,EGP,10.991879890165398,-19.98358591151558
2023-11-01,Egypt,Canal,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,3740,5379.0,787152.06,Independent Pharmacy,EGP,12.063542381911928,-33.26359496877581
2023-11-01,Egypt,Cairo,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,8737,19117.0,984976.49,Independent Pharmacy,EGP,19.302305531219424,172.0392290483849
2023-11-01,Egypt,Giza,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,7144,14503.0,818717.07,Chain Pharmacy,EGP,11.367538285697586,4.738177286681489
2023-11-01,Egypt,Alexandria,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,4212,6365.0,852159.49,Independent Pharmacy,EGP,16.93883647178725,272.5938266636655
2023-11-01,Egypt,Delta,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,8330,17371.0,1714417.54,Chain Pharmacy,EGP,22.320447387699254,463.09046134386097
2023-11-01,Egypt,Upper Egypt,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,8990,16156.0,302490.47,Independent Pharmacy,EGP,4.792089350514512,-38.18234383887845
2023-11-01,Egypt,Canal,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,828,1560.0,147464.53,Independent Pharmacy,EGP,2.259975801224128,247.83439289124388
2023-11-01,Egypt,Cairo,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,1000,2056.0,51688.26,Independent Pharmacy,EGP,1.0129202037066973,-67.86574953626334
2023-11-01,Egypt,Giza,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,4954,7541.0,997712.9,Independent Pharmacy,EGP,13.852819251569247,246.31134247138698
2023-11-01,Egypt,Alexandria,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,1837,3109.0,252051.55,Chain Pharmacy,EGP,5.010165395107561,-74.89510266276113
2023-11-01,Egypt,Delta,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,3215,5538.0,153743.61,Chain Pharmacy,EGP,2.0016280037591963,-72.80072997206204
2023-11-01,Egypt,Upper Egypt,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,6429,10958.0,1083038.5,Hospital,EGP,17.157622394011987,912.5744561696129
2023-11-01,Egypt,Canal,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,6575,12607.0,1028303.03,Independent Pharmacy,EGP,15.759314895083234,67.21367965504814
2023-11-01,Egypt,Cairo,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,3290,5395.0,348267.13,Chain Pharmacy,EGP,6.824892388792867,94.44576860198946
2023-11-01,Egypt,Giza,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,5867,9299.0,792987.77,Independent Pharmacy,EGP,11.010297898839404,1669.9616361036674
2023-11-01,Egypt,Alexandria,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,4399,5823.0,802460.42,Independent Pharmacy,EGP,15.95094109608721,-42.51150240385054
2023-11-01,Egypt,Delta,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,1135,1757.0,126154.6,Hospital,EGP,1.6424395144815445,-73.43486858962427
2023-11-01,Egypt,Upper Egypt,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,5755,11141.0,435919.25,Hospital,EGP,6.905883665059839,440.2608555227304
2023-11-01,Egypt,Canal,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,6752,9583.0,1156225.87,Hospital,EGP,17.719803446627573,13.206244983328851
2023-11-01,Egypt,Cairo,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,3347,5464.0,637669.52,Independent Pharmacy,EGP,12.496229126226185,-23.797588690844773
2023-11-01,Egypt,Giza,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,4613,6773.0,763374.59,Chain Pharmacy,EGP,10.599131490141884,-51.01554683799194
2023-11-01,Egypt,Alexandria,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,1445,2446.0,149641.04,Hospital,EGP,2.974496131033142,-86.96816046935476
2023-11-01,Egypt,Delta,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,4068,6411.0,130634.53,Chain Pharmacy,EGP,1.7007648871125172,-78.5281675262279
2023-11-01,Egypt,Upper Egypt,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,6418,10542.0,1035986.33,Hospital,EGP,16.41221642212931,46.00678162531708
2023-11-01,Egypt,Canal,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,6919,12693.0,266729.3,Chain Pharmacy,EGP,4.087774622666554,-53.17778550162904
2023-11-01,Egypt,Cairo,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,7397,15721.0,359997.64,Hospital,EGP,7.054771873588515,-37.68778773718087
2023-11-01,Egypt,Giza,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,8861,17178.0,1140263.35,Hospital,EGP,15.83207161773577,-7.95359087707217
2023-11-01,Egypt,Alexandria,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,4424,7602.0,517270.12,Chain Pharmacy,EGP,10.282058789748111,-19.678351990911036
2023-11-01,Egypt,Delta,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,8089,10975.0,1466061.28,Hospital,EGP,19.087032711636294,198.76417878377168
2023-11-01,Egypt,Upper Egypt,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,5009,10373.0,412431.31,Independent Pharmacy,EGP,6.533784976663064,125.11796645047193
2023-11-01,Egypt,Canal,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,2010,3187.0,209962.13,Hospital,EGP,3.21778622271725,-51.44832416096128
2023-11-01,Egypt,Cairo,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,7116,10488.0,1040851.71,Hospital,EGP,20.39727640515785,896.487775297426
2023-11-01,Egypt,Giza,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,3983,8158.0,418346.76,Independent Pharmacy,EGP,5.80856682394266,14.030648437503611
2023-11-01,Egypt,Alexandria,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,3375,5545.0,425797.03,Hospital,EGP,8.463798556468216,31.961213297915346
2023-11-01,Egypt,Delta,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,3364,6619.0,607680.72,Independent Pharmacy,EGP,7.911553179325964,2.644489370874048
2023-11-01,Egypt,Upper Egypt,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,7658,12124.0,1483000.11,Chain Pharmacy,EGP,23.493860927066066,239.89289363771204
2023-11-01,Egypt,Canal,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,2287,3578.0,123680.81,Chain Pharmacy,EGP,1.8954770864274897,-49.46944077402112
2023-11-01,Egypt,Cairo,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,2460,5207.0,190237.67,Independent Pharmacy,EGP,3.728033782702058,-83.36281505316718
2023-11-01,Egypt,Giza,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,5801,12473.0,285250.89,Hospital,EGP,3.9605872796866337,9.345703037777064
2023-11-01,Egypt,Alexandria,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,3420,5328.0,481439.3,Hospital,EGP,9.56983014270219,-53.38006405118285
2023-11-01,Egypt,Delta,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,6480,9102.0,1280280.08,Independent Pharmacy,EGP,16.668298999763724,1454.6092215273075
2023-11-01,Egypt,Upper Egypt,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,1289,2793.0,140447.92,Independent Pharmacy,EGP,2.2249923501190443,-83.70024022801293
2023-11-01,Egypt,Canal,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,8211,13358.0,1737338.39,Chain Pharmacy,EGP,26.62567547557156,183.8199014403954
2023-11-01,Egypt,Cairo,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,5088,7665.0,611453.28,Independent Pharmacy,EGP,11.982476890008066,172.29926403664115
2023-11-01,Egypt,Giza,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,2608,5405.0,174875.67,Independent Pharmacy,EGP,2.428074296731125,-84.74303153994809
2023-11-01,Egypt,Alexandria,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,8776,12308.0,613551.49,Independent Pharmacy,EGP,12.195895813037781,286.6261454295551
2023-11-01,Egypt,Delta,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,6153,9255.0,652711.75,Independent Pharmacy,EGP,8.497823858713033,-22.538848850938443
2023-11-01,Egypt,Upper Egypt,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,5591,11258.0,247553.39,Hospital,EGP,3.921769713613674,-52.484331032593005
2023-11-01,Egypt,Canal,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,2983,5935.0,599746.89,Chain Pharmacy,EGP,9.1914540958387,0.11882776746277024
2023-11-01,Egypt,Cairo,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,1119,2050.0,239725.97,Hospital,EGP,4.697841992866187,-78.78874035419162
2023-11-01,Egypt,Giza,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,7760,11169.0,1528294.17,Chain Pharmacy,EGP,21.219714509291247,22.628525142233347
2023-11-01,Egypt,Alexandria,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,3596,5412.0,210187.21,Hospital,EGP,4.1780051978899,-55.28673276421496
2023-11-01,Egypt,Delta,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,7021,12866.0,1177573.15,Independent Pharmacy,EGP,15.331130793110223,-24.292542651205107
2023-11-01,Egypt,Upper Egypt,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,2398,4238.0,477581.4,Chain Pharmacy,EGP,7.5659003106570974,-63.522002019826296
2023-11-01,Egypt,Canal,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,5178,7668.0,468446.06,Independent Pharmacy,EGP,7.179195971931596,97.54611461751912
2023-12-01,Egypt,Cairo,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,5124,6667.0,1076461.27,Chain Pharmacy,EGP,19.38022294420746,68.71696421792728
2023-12-01,Egypt,Giza,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,4106,8814.0,138991.21,Independent Pharmacy,EGP,2.9565944088076535,-50.78459277623683
