Month,HCP_ID,Product_ID,Brand,Specialty,Territory,Channel,Touches,Promotional_Spend,Engagement_Rate
2023-09-01,HCP0008,P0001,CardioSafe,GP,Giza,Field Call,11,287.3,0.101
2023-09-01,HCP0006,P0008,Dermacare,Neurology,Upper Egypt,Digital,6,572.47,0.329
2023-09-01,HCP0008,P0004,PainFree,GP,Giza,Field Call,14,2106.45,0.439
2023-09-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Digital,5,754.81,0.347
2023-09-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Event,2,655.12,0.304
2023-09-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Sample,2,171.67,0.324
2023-09-01,HCP0003,P0009,LipiControl,Endocrinology,Giza,Digital,10,3031.93,0.107
2023-09-01,HCP0008,P0005,Infecto,GP,Giza,Digital,12,2890.52,0.282
2023-09-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Sample,5,1133.96,0.356
2023-09-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Sample,8,1657.3,0.351
2023-09-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Digital,11,1194.43,0.146
2023-09-01,HCP0005,P0009,LipiControl,Pulmonology,Delta,Event,5,388.31,0.347
2023-09-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Email,3,239.14,0.221
2023-09-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Event,1,43.62,0.075
2023-09-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Field Call,3,743.73,0.289
2023-09-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Digital,8,2353.85,0.342
2023-09-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Field Call,0,0.0,0.39
2023-09-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Field Call,3,895.94,0.376
2023-09-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Event,6,1726.43,0.077
2023-09-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Email,4,617.46,0.073
2023-09-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Sample,14,3435.57,0.129
2023-09-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Field Call,0,0.0,0.138
2023-09-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Digital,3,332.97,0.2
2023-09-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Digital,1,145.28,0.165
2023-09-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Sample,10,1307.76,0.286
2023-09-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Email,6,781.86,0.275
2023-09-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Digital,1,317.61,0.392
2023-09-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Digital,12,3957.13,0.075
2023-09-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Event,6,427.23,0.161
2023-09-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Sample,1,209.75,0.257
2023-09-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Email,5,1097.12,0.248
2023-09-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Digital,12,3427.37,0.099
2023-09-01,HCP0008,P0010,GastroEase,GP,Giza,Field Call,11,1224.2,0.406
2023-09-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Digital,12,3786.91,0.415
2023-09-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Event,4,1340.54,0.332
2023-09-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Event,5,212.29,0.209
2023-09-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,9,2730.69,0.132
2023-09-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Sample,14,2723.33,0.42
2023-09-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Field Call,7,1039.01,0.27
2023-09-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Email,4,787.17,0.442
2023-09-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Sample,2,574.87,0.329
2023-09-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Field Call,4,1178.37,0.411
2023-09-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Event,5,1680.93,0.194
2023-09-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Field Call,10,1134.28,0.264
2023-09-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Digital,10,1792.38,0.365
2023-09-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Sample,11,2958.86,0.281
2023-09-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Event,9,2254.69,0.172
2023-09-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Digital,9,1671.45,0.385
2023-09-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Sample,13,1679.27,0.124
2023-09-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Digital,14,2225.17,0.412
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Event,7,765.98,0.204
2023-09-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Field Call,14,4180.59,0.087
2023-09-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Email,7,1814.2,0.065
2023-09-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Field Call,3,434.86,0.305
2023-09-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Sample,9,1651.53,0.404
2023-09-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Email,8,1380.94,0.377
2023-09-01,HCP0008,P0003,Respira,GP,Giza,Sample,9,1471.38,0.178
2023-09-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Sample,13,856.1,0.297
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Field Call,4,1009.8,0.399
2023-09-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Event,12,2925.45,0.326
2023-09-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Digital,11,404.94,0.277
2023-09-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Sample,11,2049.46,0.384
2023-09-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Digital,10,2290.75,0.42
2023-09-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Event,1,168.76,0.182
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Event,6,998.83,0.435
2023-09-01,HCP0003,P0009,LipiControl,Endocrinology,Giza,Field Call,7,300.28,0.337
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Field Call,5,1010.99,0.063
2023-09-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Digital,0,0.0,0.225
2023-09-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Field Call,6,755.42,0.443
2023-09-01,HCP0010,P0010,GastroEase,Orthopedics,Cairo West,Event,14,1029.18,0.14
2023-09-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Digital,4,1226.18,0.278
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Digital,8,882.04,0.245
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Field Call,8,1608.44,0.41
2023-09-01,HCP0001,P0004,PainFree,Cardiology,Cairo East,Sample,8,1055.17,0.417
2023-09-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Email,12,3642.7,0.405
2023-09-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Digital,2,172.94,0.208
2023-09-01,HCP0008,P0008,Dermacare,GP,Giza,Event,8,299.37,0.339
2023-09-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Digital,3,404.75,0.339
2023-09-01,HCP0008,P0004,PainFree,GP,Giza,Digital,3,688.29,0.378
2023-09-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Email,9,1150.44,0.259
2023-09-01,HCP0001,P0004,PainFree,Cardiology,Cairo East,Email,10,1498.85,0.058
2023-09-01,HCP0008,P0002,GlucoMax,GP,Giza,Sample,1,257.45,0.29
2023-09-01,HCP0008,P0002,GlucoMax,GP,Giza,Digital,1,109.64,0.234
2023-09-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Field Call,12,3239.44,0.236
2023-09-01,HCP0010,P0004,PainFree,Orthopedics,Cairo West,Event,10,1296.51,0.352
2023-09-01,HCP0008,P0006,NeuroCalm,GP,Giza,Field Call,3,884.5,0.289
2023-09-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Email,13,4017.83,0.127
2023-09-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Email,0,0.0,0.182
2023-09-01,HCP0008,P0003,Respira,GP,Giza,Field Call,3,485.39,0.359
2023-09-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Field Call,10,833.94,0.082
2023-09-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Email,14,3497.12,0.208
2023-09-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Digital,12,1037.09,0.261
2023-09-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Email,1,99.94,0.11
2023-09-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Event,4,1149.21,0.271
2023-09-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Email,14,1835.88,0.301
2023-09-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Event,3,611.46,0.436
2023-09-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Field Call,5,1633.84,0.215
2023-09-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Email,11,3046.99,0.212
2023-09-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Field Call,8,2767.28,0.399
2023-09-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Field Call,12,2184.06,0.38
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Digital,14,1569.2,0.246
2023-09-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Email,8,807.28,0.298
2023-09-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Email,8,1762.33,0.247
2023-09-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Digital,14,3847.21,0.286
2023-09-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Digital,9,814.7,0.441
2023-09-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Sample,6,901.42,0.44
2023-09-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Email,6,1202.38,0.106
2023-09-01,HCP0008,P0009,LipiControl,GP,Giza,Sample,11,1683.32,0.134
2023-09-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Field Call,2,149.66,0.101
2023-09-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Email,10,1612.96,0.187
2023-09-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Field Call,7,381.65,0.261
2023-09-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Event,5,1523.47,0.065
2023-09-01,HCP0008,P0010,GastroEase,GP,Giza,Email,0,0.0,0.079
2023-09-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Event,0,0.0,0.399
2023-09-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Email,14,1285.34,0.105
2023-09-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Digital,8,529.62,0.08
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Field Call,13,2649.18,0.156
2023-09-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Event,13,855.52,0.271
2023-09-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Event,13,531.7,0.392
2023-09-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Event,13,3169.95,0.341
2023-09-01,HCP0005,P0009,LipiControl,Pulmonology,Delta,Sample,7,439.43,0.31
2023-09-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Field Call,5,961.59,0.063
2023-09-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Email,5,206.48,0.219
2023-09-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Sample,7,473.62,0.247
2023-09-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Digital,13,3169.88,0.128
2023-09-01,HCP0008,P0005,Infecto,GP,Giza,Field Call,14,3213.42,0.348
2023-09-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Sample,5,1393.22,0.182
2023-09-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Digital,5,674.43,0.161
2023-09-01,HCP0008,P0006,NeuroCalm,GP,Giza,Event,0,0.0,0.086
2023-09-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Field Call,3,196.83,0.354
2023-09-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Field Call,9,2899.76,0.327
2023-09-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Email,14,1594.09,0.264
2023-09-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Sample,9,2539.13,0.398
2023-09-01,HCP0010,P0003,Respira,Orthopedics,Cairo West,Digital,4,1009.75,0.38
2023-09-01,HCP0005,P0003,Respira,Pulmonology,Delta,Email,6,2092.34,0.228
2023-09-01,HCP0008,P0007,ArthroRelief,GP,Giza,Email,5,456.38,0.162
2023-09-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Field Call,12,1637.19,0.383
2023-09-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Field Call,7,1545.33,0.104
2023-09-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Field Call,10,387.84,0.327
2023-09-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Field Call,11,1071.71,0.103
2023-09-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Field Call,5,1003.49,0.383
2023-09-01,HCP0003,P0006,NeuroCalm,Endocrinology,Giza,Email,11,2154.98,0.206
2023-09-01,HCP0005,P0003,Respira,Pulmonology,Delta,Email,4,457.77,0.299
2023-09-01,HCP0005,P0009,LipiControl,Pulmonology,Delta,Digital,12,2693.94,0.267
2023-09-01,HCP0008,P0003,Respira,GP,Giza,Email,14,3174.84,0.3
2023-09-01,HCP0001,P0004,PainFree,Cardiology,Cairo East,Email,14,3061.45,0.169
2023-09-01,HCP0003,P0009,LipiControl,Endocrinology,Giza,Event,13,4063.11,0.181
2023-09-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Digital,8,903.92,0.189
2023-09-01,HCP0008,P0004,PainFree,GP,Giza,Sample,12,3390.25,0.275
2023-09-01,HCP0005,P0003,Respira,Pulmonology,Delta,Email,6,1802.32,0.314
2023-09-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Digital,2,144.12,0.096
2023-09-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Sample,10,2080.19,0.297
2023-09-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Email,10,2509.02,0.131
2023-09-01,HCP0008,P0001,CardioSafe,GP,Giza,Event,2,638.29,0.398
2023-09-01,HCP0003,P0009,LipiControl,Endocrinology,Giza,Email,9,1765.11,0.36
2023-09-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Field Call,9,2237.12,0.265
2023-09-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Field Call,9,2642.51,0.141
2023-09-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Sample,9,2998.83,0.129
2023-09-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Field Call,5,967.6,0.087
2023-09-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Field Call,0,0.0,0.236
2023-09-01,HCP0003,P0003,Respira,Endocrinology,Giza,Digital,1,58.46,0.366
2023-09-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Sample,12,3335.71,0.17
2023-09-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Email,7,1816.06,0.065
2023-09-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Digital,5,1455.89,0.303
2023-09-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Event,2,252.58,0.24
2023-09-01,HCP0005,P0003,Respira,Pulmonology,Delta,Sample,14,2688.67,0.084
2023-09-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Email,2,504.1,0.148
2023-09-01,HCP0008,P0009,LipiControl,GP,Giza,Field Call,10,1268.65,0.285
2023-09-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Email,14,2184.26,0.335
2023-09-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Email,13,807.17,0.397
2023-09-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Sample,4,1170.66,0.22
2023-09-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Event,12,2426.45,0.436
2023-09-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Sample,14,1225.7,0.387
2023-09-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Event,3,82.55,0.414
2023-09-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Event,14,579.94,0.234
2023-09-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Digital,3,505.14,0.264
2023-09-01,HCP0008,P0007,ArthroRelief,GP,Giza,Event,9,2160.08,0.263
2023-09-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Event,13,3234.19,0.431
2023-09-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Email,10,2051.73,0.163
2023-09-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Field Call,2,272.89,0.295
2023-09-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Digital,12,3050.41,0.385
2023-09-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Event,12,1767.41,0.42
2023-09-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Event,9,1394.56,0.28
2023-09-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Email,6,685.85,0.074
2023-09-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Digital,11,330.43,0.197
2023-09-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Event,10,3481.56,0.246
2023-09-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Event,6,553.89,0.175
2023-09-01,HCP0007,P0010,GastroEase,Dermatology,Cairo East,Sample,9,1686.27,0.077
2023-09-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Event,3,392.41,0.406
2023-09-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Field Call,9,2221.68,0.08
2023-09-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Digital,13,2720.95,0.403
2023-09-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Event,14,4636.71,0.345
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Email,9,1356.14,0.238
2023-09-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Field Call,11,3087.12,0.394
2023-09-01,HCP0008,P0008,Dermacare,GP,Giza,Digital,8,1851.67,0.286
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Sample,3,356.1,0.198
2023-09-01,HCP0003,P0004,PainFree,Endocrinology,Giza,Event,6,446.27,0.261
2023-09-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Event,6,2052.22,0.134
2023-09-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Email,0,0.0,0.394
2023-09-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Digital,12,2836.62,0.073
2023-09-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Event,7,2295.2,0.352
2023-09-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Email,9,887.8,0.078
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Event,3,791.0,0.137
2023-09-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Event,10,2405.01,0.309
2023-09-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Email,13,1521.91,0.206
2023-09-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Email,10,1791.52,0.233
2023-09-01,HCP0005,P0009,LipiControl,Pulmonology,Delta,Email,11,1017.37,0.28
2023-09-01,HCP0006,P0008,Dermacare,Neurology,Upper Egypt,Field Call,6,739.9,0.071
2023-09-01,HCP0002,P0001,CardioSafe,Internal Medicine,Cairo West,Digital,13,3901.71,0.392
2023-09-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Sample,10,2938.28,0.231
2023-09-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Email,1,289.46,0.076
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Event,6,1238.14,0.368
2023-09-01,HCP0001,P0010,GastroEase,Cardiology,Cairo East,Field Call,6,686.74,0.239
2023-09-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Event,2,409.5,0.167
2023-09-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Sample,3,453.63,0.198
2023-09-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Sample,4,446.12,0.361
2023-09-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Email,1,179.21,0.248
2023-09-01,HCP0003,P0006,NeuroCalm,Endocrinology,Giza,Field Call,1,129.9,0.256
2023-09-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Event,14,1177.44,0.391
2023-09-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Event,9,3040.84,0.09
2023-09-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Field Call,1,240.88,0.151
2023-09-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Digital,5,1724.92,0.245
2023-09-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Sample,12,3912.43,0.174
2023-09-01,HCP0001,P0004,PainFree,Cardiology,Cairo East,Email,11,1880.65,0.202
2023-09-01,HCP0003,P0006,NeuroCalm,Endocrinology,Giza,Digital,14,327.77,0.314
2023-09-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Digital,13,1119.96,0.364
2023-09-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Email,3,230.53,0.27
2023-09-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Digital,13,3764.66,0.093
2023-09-01,HCP0008,P0006,NeuroCalm,GP,Giza,Field Call,4,745.56,0.117
2023-09-01,HCP0005,P0003,Respira,Pulmonology,Delta,Event,3,430.99,0.169
2023-09-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Field Call,8,934.51,0.435
2023-09-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Field Call,7,752.36,0.122
2023-09-01,HCP0008,P0004,PainFree,GP,Giza,Event,7,2322.33,0.378
2023-09-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Event,8,1823.7,0.119
2023-09-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Event,2,600.83,0.278
2023-09-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Email,3,142.41,0.273
2023-09-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Email,11,242.21,0.153
2023-09-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Email,1,82.05,0.273
2023-09-01,HCP0008,P0001,CardioSafe,GP,Giza,Digital,2,210.22,0.269
2023-09-01,HCP0001,P0010,GastroEase,Cardiology,Cairo East,Email,0,0.0,0.318
2023-09-01,HCP0009,P0008,Dermacare,Cardiology,Alexandria,Digital,1,55.25,0.216
2023-09-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Event,11,1310.05,0.2
2023-09-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Sample,14,2312.32,0.333
2023-09-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Event,1,88.91,0.334
2023-09-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Email,4,371.01,0.25
2023-09-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Sample,4,1254.42,0.214
2023-09-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Sample,3,1022.22,0.128
2023-09-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Email,12,3263.96,0.212
2023-09-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Field Call,6,2085.74,0.406
2023-09-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Sample,8,1897.68,0.132
2023-09-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Sample,2,681.37,0.13
2023-09-01,HCP0003,P0006,NeuroCalm,Endocrinology,Giza,Digital,11,1405.2,0.19
2023-09-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Field Call,11,642.63,0.44
2023-09-01,HCP0010,P0003,Respira,Orthopedics,Cairo West,Digital,10,1857.41,0.15
2023-09-01,HCP0001,P0010,GastroEase,Cardiology,Cairo East,Event,6,1565.55,0.266
2023-09-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Field Call,1,77.06,0.34
2023-09-01,HCP0006,P0004,PainFree,Neurology,Upper Egypt,Email,10,2946.24,0.261
2023-09-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Sample,5,1173.76,0.409
2023-09-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Digital,14,1783.32,0.187
2023-09-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Sample,13,3826.58,0.263
2023-09-01,HCP0001,P0010,GastroEase,Cardiology,Cairo East,Digital,8,2449.64,0.294
2023-09-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Event,6,1660.51,0.167
2023-09-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Event,4,921.21,0.34
2023-09-01,HCP0008,P0010,GastroEase,GP,Giza,Email,11,2143.42,0.278
2023-09-01,HCP0005,P0009,LipiControl,Pulmonology,Delta,Event,5,555.55,0.38
2023-09-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Field Call,0,0.0,0.164
2023-09-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,13,4198.91,0.288
2023-09-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Field Call,11,1474.28,0.327
2023-09-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Field Call,7,541.27,0.154
2023-09-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Field Call,10,1774.5,0.25
2023-09-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Field Call,10,2542.17,0.076
2023-09-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Sample,4,94.99,0.354
2023-09-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Sample,2,220.52,0.345
2023-09-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Event,7,1452.96,0.109
2023-09-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Field Call,7,1122.37,0.391
2023-09-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Sample,14,3588.82,0.079
2023-09-01,HCP0005,P0001,CardioSafe,Pulmonology,Delta,Event,12,1327.1,0.238
2023-09-01,HCP0008,P0001,CardioSafe,GP,Giza,Field Call,2,257.82,0.285
2023-09-01,HCP0005,P0001,CardioSafe,Pulmonology,Delta,Event,1,320.78,0.228
2023-09-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Sample,7,2182.95,0.267
2023-09-01,HCP0008,P0004,PainFree,GP,Giza,Digital,1,261.75,0.307
2023-09-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Field Call,13,2627.31,0.06
